Location_ID,Distance,Priority
L18394,0.08,High
L18395,0.1,High
L18396,0.18,High
L18397,0.11,High
L18398,0.11,High
L18399,0.11,High
L18400,0.06,High
L18401,0.06,High
L18402,0.16,Medium
L18403,0.1,High
L18404,0.03,High
L18405,0.06,High
L18406,0.18,High
L18407,0.04,High
L18408,0.11,High
L18409,0.08,High
L18410,0.1,High
L18411,0.07,High
L18412,0.01,High
L18413,0.01,High
L18414,0.16,Medium
L18415,0.07,High
L18416,0.16,High
L18417,0.18,High
L18418,0.16,Low
L18419,0.07,Medium
L18420,0.1,High
L18421,0.07,High
L18422,0.03,High
L18423,0.08,High
L18424,0.03,High
L18425,0.04,High
L18426,0.04,High
L18427,0.16,High
L18428,0.18,High
L18429,0.16,High
L18430,0.16,High
L18431,0.03,High
L18432,0.2,High
L18433,0.13,High
L18434,0.11,High
L18435,0.1,Medium
L18436,0.1,Medium
L18437,0.13,High
L18438,0.18,High
L18439,0.03,High
L18440,0.13,High
L18441,0.03,High
L18442,0.04,Medium
L18443,0.11,High
L18444,0.1,High
L18445,0.08,Medium
L18446,0.04,High
L18447,0.06,High
L18448,0.07,High
L18449,0.18,High
L18450,0.07,High
L18451,0.11,High
L18452,0.01,High
L18453,0.01,High
L18454,0.11,Medium
L18455,0.18,High
L18456,0.06,High
L18457,0.1,High
L18458,0.18,Medium
L18459,0.01,High
L18460,0.08,High
L18461,0.01,Medium
L18462,0.1,Medium
L18463,0.07,High
L18464,0.06,High
L18465,0.11,High
L18466,0.01,Medium
L18467,0.18,High
L18468,0.04,High
L18469,0.16,High
L18470,0.11,High
L18471,0.16,High
L18472,0.04,High
L18473,0.07,High
L18474,0.06,High
L18475,0.03,High
L18476,0.16,High
L18477,0.08,High
L18478,0.03,High
L18479,0.07,High
L18480,0.01,High
L18481,0.13,High
L18482,0.04,High
L18483,0.08,High
L18484,0.03,High
L18485,0.06,High
L18486,0.08,High
L18487,0.13,Medium
L18488,0.08,Medium
L18489,0.1,High
L18490,0.03,High
L18491,0.1,Low
L18492,0.03,High
L18493,0.03,High
L18494,0.06,High
L18495,0.08,High
L18496,0.18,Low
L18497,0.06,High
L18498,0.03,Medium
L18499,0.04,High
L18500,0.07,High
L18501,0.13,High
L18502,0.13,High
L18503,0.11,High
L18504,0.13,Medium
L18505,0.06,High
L18506,0.07,High
L18507,0.01,High
L18508,0.08,High
L18509,0.16,High
L18510,0.04,High
L18511,0.06,High
L18512,0.06,High
L18513,0.04,High
L18514,0.16,High
L18515,0.13,High
L18516,0.1,High
L18517,0.06,High
L18518,0.07,High
L18519,0.1,High
L18520,0.04,Medium
L18521,0.13,High
L18522,0.01,Medium
L18523,0.18,Medium
L18524,0.07,High
L18525,0.11,High
L18526,0.13,High
L18527,0.18,High
L18528,0.08,High
L18529,0.16,High
L18530,0.16,Medium
L18531,0.16,High
L18532,0.13,High
L18533,0.06,High
L18534,0.07,High
L18535,0.04,High
L18536,0.04,High
L18537,0.06,High
L18538,0.06,Medium
L18539,0.08,High
L18540,0.08,Medium
L18541,0.04,High
L18542,0.03,High
L18543,0.18,High
L18544,0.11,High
L18545,0.11,High
L18546,0.13,Medium
L18547,0.16,High
L18548,0.06,Medium
L18549,0.03,High
L18550,0.03,High
L18551,0.13,High
L18552,50.92,High
L18553,0.18,High
L18554,0.08,High
L18555,0.03,High
L18556,0.04,High
L18557,0.04,High
L18558,0.18,High
L18559,0.16,High
L18560,0.07,High
L18561,0.18,High
L18562,0.11,Low
L18563,0.08,High
L18564,0.16,High
L18565,0.06,High
L18566,0.13,High
L18567,0.04,High
L18568,0.16,High
L18569,0.11,High
L18570,0.07,High
L18571,0.16,Medium
L18572,0.04,Medium
L18573,0.04,High
L18574,0.16,Medium
L18575,0.07,Medium
L18576,0.03,High
L18577,0.08,Medium
L18578,0.1,Medium
L18579,0.03,High
L18580,0.06,High
L18581,0.13,Medium
L18582,0.06,High
L18583,0.13,High
L18584,0.01,Medium
L18585,0.06,High
L18586,0.08,Medium
L18587,0.16,High
L18588,0.13,High
L18589,0.07,High
L18590,0.08,High
L18591,0.13,High
L18592,0.13,High
L18593,0.11,High
L18594,0.18,High
L18595,0.18,Medium
L18596,0.04,High
L18597,0.07,High
L18598,0.08,High
L18599,0.13,High
L18600,0.06,High
L18601,0.07,High
L18602,0.04,High
L18603,0.04,Medium
L18604,0.16,High
L18605,0.11,High
L18606,0.03,Medium
L18607,0.11,High
L18608,0.08,High
L18609,158.46,High
L18610,0.11,High
L18611,0.13,High
L18612,0.01,Medium
L18613,0.1,High
L18614,0.11,High
L18615,0.13,Medium
L18616,0.13,High
L18617,0.01,Medium
L18618,0.1,High
L18619,0.18,High
L18620,0.18,High
L18621,0.13,High
L18622,0.03,High
L18623,0.13,Low
L18624,0.03,High
L18625,0.06,High
L18626,0.11,Medium
L18627,0.07,High
L18628,0.01,High
L18629,0.03,High
L18630,0.11,High
L18631,0.04,High
L18632,0.03,High
L18633,0.13,High
L18634,0.03,High
L18635,0.03,High
L18636,0.04,High
L18637,0.1,Medium
L18638,0.08,Medium
L18639,0.01,High
L18640,0.04,High
L18641,0.18,High
L18642,0.2,High
L18643,0.18,High
L18644,0.08,High
L18645,0.13,High
L18646,0.04,High
L18647,0.06,High
L18648,0.1,High
L18649,0.01,High
L18650,0.1,High
L18651,0.03,High
L18652,0.18,High
L18653,0.1,High
L18654,0.13,High
L18655,0.06,Medium
L18656,0.1,High
L18657,0.06,High
L18658,0.03,High
L18659,0.1,High
L18660,0.16,High
L18661,0.11,High
L18662,0.13,Medium
L18663,0.16,High
L18664,0.03,Medium
L18665,0.01,High
L18666,0.06,High
L18667,0.1,High
L18668,0.1,High
L18669,0.16,Medium
L18670,0.13,Low
L18671,0.18,Low
L18672,0.11,High
L18673,0.08,High
L18674,0.18,Low
L18675,0.11,High
L18676,0.03,High
L18677,0.18,High
L18678,0.07,High
L18679,0.04,High
L18680,0.01,High
L18681,0.11,Medium
L18682,0.13,Medium
L18683,0.06,High
L18684,0.03,Medium
L18685,0.2,High
L18686,0.03,High
L18687,0.04,High
L18688,0.11,High
L18689,0.1,High
L18690,0.04,High
L18691,0.03,High
L18692,0.01,High
L18693,0.08,Medium
L18694,0.1,High
L18695,0.18,High
L18696,0.01,High
L18697,0.11,Low
L18698,0.13,High
L18699,0.1,High
L18700,0.01,High
L18701,0.07,Medium
L18702,0.1,High
L18703,0.07,High
L18704,0.16,Medium
L18705,0.04,High
L18706,0.03,High
L18707,0.06,High
L18708,0.13,Medium
L18709,0.08,High
L18710,0.04,High
L18711,0.18,High
L18712,0.08,High
L18713,0.11,Low
L18714,0.16,High
L18715,0.06,High
L18716,0.2,Medium
L18717,0.18,High
L18718,0.18,Medium
L18719,0.04,High
L18720,0.13,High
L18721,0.1,High
L18722,0.04,High
L18723,0.08,Medium
L18724,0.1,High
L18725,0.07,High
L18726,0.1,High
L18727,0.18,High
L18728,0.18,High
L18729,0.03,High
L18730,0.04,High
L18731,0.03,High
L18732,0.16,High
L18733,0.11,High
L18734,0.11,High
L18735,0.13,High
L18736,0.1,Medium
L18737,0.06,High
L18738,0.11,Low
L18739,0.04,High
L18740,0.01,High
L18741,0.18,High
L18742,0.16,High
L18743,0.1,High
L18744,0.06,High
L18745,0.06,High
L18746,0.07,High
L18747,0.11,High
L18748,0.1,Medium
L18749,0.13,High
L18750,0.06,High
L18751,0.03,High
L18752,0.18,High
L18753,0.03,High
L18754,0.06,High
L18755,0.01,High
L18756,0.07,High
L18757,0.08,High
L18758,0.07,High
L18759,0.01,High
L18760,0.2,Medium
L18761,0.04,High
L18762,0.03,High
L18763,0.01,High
L18764,0.18,Medium
L18765,0.1,High
L18766,0.08,High
L18767,0.08,High
L18768,0.16,High
L18769,0.16,High
L18770,0.04,High
L18771,0.16,High
L18772,0.06,Medium
L18773,0.13,High
L18774,0.18,High
L18775,0.1,High
L18776,0.06,High
L18777,0.16,High
L18778,0.18,High
L18779,0.06,High
L18780,0.2,High
L18781,0.16,Low
L18782,0.03,High
L18783,0.16,High
L18784,0.16,High
L18785,0.11,Medium
L18786,0.07,High
L18787,0.01,Medium
L18788,0.11,High
L18789,0.07,High
L18790,0.06,High
L18791,0.1,Medium
L18792,0.07,High
L18793,0.11,High
L18794,0.16,High
L18795,0.08,High
L18796,0.11,High
L18797,0.1,Medium
L18798,0.03,High
L18799,0.11,Medium
L18800,0.11,Low
L18801,0.16,High
L18802,0.07,High
L18803,0.13,High
L18804,0.16,High
L18805,0.13,High
L18806,0.18,High
L18807,0.07,High
L18808,0.18,High
L18809,0.08,Medium
L18810,0.1,High
L18811,0.06,High
L18812,0.06,High
L18813,0.01,High
L18814,0.07,High
L18815,0.08,High
L18816,0.08,Medium
L18817,0.08,Medium
L18818,0.04,High
L18819,0.04,High
L18820,0.16,Medium
L18821,0.16,High
L18822,0.04,High
L18823,0.03,High
L18824,0.03,High
L18825,0.06,High
L18826,0.07,High
L18827,0.06,High
L18828,0.04,High
L18829,0.18,High
L18830,0.03,High
L18831,0.18,High
L18832,0.03,High
L18833,0.11,High
L18834,0.1,High
L18835,0.18,High
L18836,0.1,High
L18837,0.07,High
L18838,0.13,High
L18839,0.08,High
L18840,0.01,High
L18841,0.18,High
L18842,0.16,Medium
L18843,0.13,High
L18844,0.16,High
L18845,0.04,High
L18846,0.04,High
L18847,0.11,High
L18848,0.01,High
L18849,0.06,Medium
L18850,0.03,High
L18851,0.06,High
L18852,0.03,High
L18853,0.07,High
L18854,0.11,High
L18855,0.03,High
L18856,0.08,High
L18857,0.01,High
L18858,0.1,High
L18859,0.11,High
L18860,0.01,High
L18861,0.18,High
L18862,0.1,High
L18863,0.07,High
L18864,0.11,High
L18865,0.07,High
L18866,0.07,High
L18867,0.16,Low
L18868,0.07,High
L18869,0.18,High
L18870,0.13,High
L18871,0.18,High
L18872,0.13,High
L18873,0.06,High
L18874,0.04,High
L18875,0.07,High
L18876,0.07,High
L18877,0.16,High
L18878,0.06,High
L18879,0.03,High
L18880,0.1,High
L18881,0.06,High
L18882,0.01,High
L18883,0.11,High
L18884,0.06,High
L18885,0.01,High
L18886,0.07,High
L18887,0.18,High
L18888,0.08,High
L18889,0.13,High
L18890,0.03,Medium
L18891,0.1,High
L18892,0.11,High
L18893,0.06,High
L18894,0.07,High
L18895,0.08,High
L18896,0.11,High
L18897,0.16,Medium
L18898,0.13,High
L18899,0.13,High
L18900,0.07,High
L18901,0.03,High
L18902,0.07,High
L18903,0.11,Medium
L18904,0.11,High
L18905,0.01,High
L18906,0.18,Medium
L18907,0.1,High
L18908,0.07,High
L18909,0.11,High
L18910,45.16,High
L18911,0.04,High
L18912,0.08,High
L18913,0.03,High
L18914,0.16,High
L18915,0.11,High
L18916,0.08,Medium
L18917,0.18,High
L18918,0.1,High
L18919,0.07,High
L18920,0.06,High
L18921,0.04,Medium
L18922,0.1,High
L18923,0.07,High
L18924,0.03,High
L18925,0.07,Medium
L18926,0.11,High
L18927,0.11,Medium
L18928,0.07,High
L18929,0.07,High
L18930,0.1,High
L18931,0.03,High
L18932,0.08,High
L18933,0.01,Low
L18934,0.16,High
L18935,0.13,Medium
L18936,0.03,High
L18937,0.11,High
L18938,0.08,High
L18939,0.1,High
L18940,0.18,High
L18941,0.11,High
L18942,0.03,Medium
L18943,0.16,Medium
L18944,0.07,High
L18945,0.13,High
L18946,0.11,High
L18947,0.16,High
L18948,0.04,High
L18949,0.06,High
L18950,0.16,High
L18951,0.08,High
L18952,0.13,High
L18953,0.2,Low
L18954,0.16,High
L18955,0.18,High
L18956,0.08,High
L18957,0.1,High
L18958,0.18,High
L18959,0.07,High
L18960,0.07,High
L18961,0.13,Medium
L18962,0.03,Medium
L18963,0.1,High
L18964,0.13,High
L18965,0.08,High
L18966,0.04,Medium
L18967,0.1,Medium
L18968,0.07,High
L18969,0.13,High
L18970,0.11,Medium
L18971,0.07,High
L18972,0.13,High
L18973,0.06,High
L18974,0.1,High
L18975,0.11,High
L18976,0.01,High
L18977,0.06,Medium
L18978,0.11,Low
L18979,0.07,Medium
L18980,0.18,High
L18981,0.16,Medium
L18982,52.96,High
L18983,0.11,Medium
L18984,0.11,High
L18985,0.16,High
L18986,0.07,Medium
L18987,0.08,High
L18988,0.07,Medium
L18989,0.06,High
L18990,0.16,Medium
L18991,0.04,High
L18992,0.1,High
L18993,0.16,Medium
L18994,0.01,High
L18995,0.04,High
L18996,0.04,High
L18997,0.03,High
L18998,0.06,High
L18999,0.07,High
L19000,0.13,High
L19001,0.16,High
L19002,0.06,High
L19003,0.01,High
L19004,0.07,Medium
L19005,0.11,High
L19006,0.11,Low
L19007,0.08,High
L19008,0.01,High
L19009,0.01,High
L19010,0.08,Low
L19011,0.04,High
L19012,0.11,High
L19013,0.1,High
L19014,0.03,High
L19015,0.06,High
L19016,0.13,Low
L19017,0.11,High
L19018,0.13,Medium
L19019,0.13,Medium
L19020,0.11,High
L19021,0.11,High
L19022,0.16,High
L19023,0.1,High
L19024,0.07,Medium
L19025,0.07,High
L19026,0.08,High
L19027,0.04,High
L19028,0.16,High
L19029,0.01,Medium
L19030,0.06,High
L19031,0.07,High
L19032,0.08,High
L19033,0.08,High
L19034,0.07,High
L19035,0.08,High
L19036,0.04,High
L19037,0.08,Medium
L19038,0.18,High
L19039,0.13,High
L19040,0.04,Medium
L19041,0.1,High
L19042,0.07,High
L19043,0.18,High
L19044,0.08,High
L19045,0.03,High
L19046,0.16,High
L19047,0.04,High
L19048,0.16,High
L19049,0.06,High
L19050,0.13,Low
L19051,0.06,High
L19052,0.01,Medium
L19053,0.03,Medium
L19054,0.07,High
L19055,0.1,High
L19056,0.16,Low
L19057,0.2,High
L19058,0.03,High
L19059,0.18,High
L19060,0.11,High
L19061,0.1,High
L19062,0.08,High
L19063,0.1,High
L19064,0.07,High
L19065,0.07,High
L19066,0.03,High
L19067,0.18,High
L19068,0.01,High
L19069,0.06,High
L19070,0.16,High
L19071,0.13,High
L19072,0.01,High
L19073,0.06,High
L19074,0.16,Medium
L19075,0.04,High
L19076,0.08,High
L19077,0.18,High
L19078,0.11,High
L19079,0.11,High
L19080,0.08,High
L19081,0.11,High
L19082,0.1,High
L19083,0.13,High
L19084,0.08,High
L19085,0.18,High
L19086,0.03,High
L19087,0.08,High
L19088,0.18,High
L19089,0.11,High
L19090,0.01,High
L19091,0.08,High
L19092,0.01,High
L19093,0.13,Medium
L19094,0.11,High
L19095,0.11,Low
L19096,0.08,High
L19097,0.16,Medium
L19098,0.13,High
L19099,0.04,Medium
L19100,0.07,High
L19101,0.18,High
L19102,0.07,High
L19103,0.18,Medium
L19104,0.04,High
L19105,0.1,High
L19106,0.01,High
L19107,0.01,High
L19108,0.07,High
L19109,0.13,High
L19110,0.11,High
L19111,0.1,High
L19112,0.18,High
L19113,0.16,High
L19114,0.01,High
L19115,0.2,Medium
L19116,0.1,High
L19117,0.04,High
L19118,0.04,Medium
L19119,0.03,High
L19120,0.11,Medium
L19121,0.04,High
L19122,0.01,Medium
L19123,0.03,High
L19124,0.1,High
L19125,0.1,High
L19126,0.07,High
L19127,0.11,High
L19128,0.1,High
L19129,0.06,High
L19130,0.08,High
L19131,0.16,Medium
L19132,0.03,High
L19133,0.18,Low
L19134,0.04,High
L19135,0.18,High
L19136,0.08,High
L19137,0.16,Medium
L19138,0.04,High
L19139,0.16,High
L19140,0.03,High
L19141,0.07,Medium
L19142,0.13,High
L19143,0.06,High
L19144,0.01,High
L19145,0.18,High
L19146,0.1,High
L19147,0.11,High
L19148,0.1,High
L19149,0.03,High
L19150,0.01,Medium
L19151,0.01,High
L19152,0.06,High
L19153,0.11,Medium
L19154,0.07,High
L19155,0.1,Medium
L19156,0.07,High
L19157,0.13,High
L19158,0.06,High
L19159,0.01,High
L19160,0.08,High
L19161,0.01,High
L19162,0.11,Medium
L19163,0.06,High
L19164,0.04,High
L19165,0.06,Medium
L19166,0.07,Medium
L19167,0.06,High
L19168,0.04,High
L19169,0.04,High
L19170,0.06,High
L19171,0.06,Medium
L19172,0.1,Medium
L19173,0.18,Medium
L19174,0.13,High
L19175,0.16,High
L19176,0.08,High
L19177,0.01,High
L19178,0.16,High
L19179,0.13,High
L19180,0.16,High
L19181,0.07,High
L19182,0.18,High
L19183,0.11,High
L19184,0.08,High
L19185,0.13,High
L19186,0.04,High
L19187,0.11,High
L19188,0.2,High
L19189,0.11,High
L19190,0.18,High
L19191,0.07,High
L19192,0.04,High
L19193,0.03,High
L19194,0.07,High
L19195,0.04,High
L19196,0.08,High
L19197,0.08,High
L19198,0.18,High
L19199,0.11,High
L19200,0.1,High
L19201,0.03,Medium
L19202,0.06,Medium
L19203,0.08,High
L19204,0.04,High
L19205,0.1,High
L19206,0.04,High
L19207,0.07,High
L19208,0.01,High
L19209,0.04,High
L19210,0.18,High
L19211,0.07,High
L19212,0.04,High
L19213,0.06,Medium
L19214,0.06,High
L19215,0.01,High
L19216,0.04,High
L19217,0.11,High
L19218,0.07,High
L19219,0.18,Medium
L19220,0.1,Medium
L19221,0.08,High
L19222,0.07,High
L19223,0.07,High
L19224,0.13,High
L19225,0.13,High
L19226,0.1,High
L19227,0.03,High
L19228,0.1,High
L19229,0.1,High
L19230,0.16,High
L19231,0.08,High
L19232,0.07,High
L19233,0.07,High
L19234,0.01,High
L19235,0.01,High
L19236,0.07,High
L19237,0.16,High
L19238,0.11,High
L19239,0.01,High
L19240,0.01,High
L19241,0.03,High
L19242,0.11,High
L19243,0.18,High
L19244,0.03,Medium
L19245,0.01,High
L19246,0.06,Medium
L19247,0.06,High
L19248,0.13,Low
L19249,0.18,High
L19250,0.06,High
L19251,0.16,High
L19252,0.03,High
L19253,0.01,High
L19254,0.03,Medium
L19255,0.1,High
L19256,0.08,High
L19257,0.03,High
L19258,0.04,Medium
L19259,0.16,Medium
L19260,0.06,High
L19261,0.03,High
L19262,0.08,High
L19263,0.01,High
L19264,0.08,High
L19265,0.07,High
L19266,0.18,High
L19267,0.08,High
L19268,0.04,High
L19269,0.2,Medium
L19270,0.16,High
L19271,0.03,High
L19272,0.08,Medium
L19273,0.03,High
L19274,0.04,High
L19275,0.16,Medium
L19276,0.11,High
L19277,0.18,Medium
L19278,0.01,High
L19279,0.06,High
L19280,0.13,High
L19281,0.11,High
L19282,0.18,High
L19283,0.1,High
L19284,0.08,High
L19285,0.07,High
L19286,0.18,High
L19287,0.01,High
L19288,0.1,Low
L19289,0.16,High
L19290,0.01,High
L19291,0.03,High
L19292,0.18,High
L19293,0.16,Medium
L19294,0.03,Medium
L19295,0.18,High
L19296,0.03,High
L19297,0.18,High
L19298,0.18,High
L19299,0.07,High
L19300,0.08,High
L19301,0.16,High
L19302,0.07,High
L19303,0.01,High
L19304,0.03,High
L19305,0.13,High
L19306,0.03,High
L19307,0.11,High
L19308,0.18,High
L19309,0.16,High
L19310,0.11,High
L19311,0.06,High
L19312,0.08,High
L19313,0.13,High
L19314,0.04,High
L19315,0.08,High
L19316,0.1,High
L19317,0.13,High
L19318,0.08,High
L19319,0.1,High
L19320,0.18,High
L19321,0.13,High
L19322,0.13,High
L19323,0.16,High
L19324,0.07,High
L19325,0.1,Medium
L19326,0.03,High
L19327,0.13,High
L19328,0.1,High
L19329,0.03,High
L19330,0.03,Medium
L19331,0.18,Medium
L19332,0.13,High
L19333,0.16,High
L19334,0.18,High
L19335,0.04,High
L19336,0.08,Medium
L19337,0.03,High
L19338,0.08,High
L19339,0.18,High
L19340,0.03,High
L19341,0.03,High
L19342,0.06,Medium
L19343,0.2,High
L19344,0.07,High
L19345,0.03,High
L19346,0.16,High
L19347,0.06,Medium
L19348,0.18,High
L19349,0.03,High
L19350,0.04,High
L19351,0.2,High
L19352,0.06,High
L19353,0.06,High
L19354,0.07,High
L19355,0.03,High
L19356,0.1,High
L19357,0.08,High
L19358,0.16,High
L19359,0.11,High
L19360,0.04,High
L19361,0.1,High
L19362,0.13,High
L19363,0.08,High
L19364,0.01,Medium
L19365,0.18,High
L19366,0.04,High
L19367,0.1,High
L19368,0.01,High
L19369,0.11,Medium
L19370,0.01,High
L19371,0.16,Medium
L19372,0.03,High
L19373,0.01,High
L19374,0.03,Medium
L19375,0.08,High
L19376,0.18,Medium
L19377,0.16,Medium
L19378,0.16,Medium
L19379,0.04,High
L19380,0.03,Medium
L19381,0.08,Medium
L19382,0.01,High
L19383,0.08,High
L19384,0.18,High
L19385,0.16,High
L19386,0.06,High
L19387,0.13,High
L19388,0.18,High
L19389,0.11,High
L19390,0.07,High
L19391,0.16,Medium
L19392,0.16,High
L19393,0.04,High
L19394,0.18,High
L19395,0.03,High
L19396,0.03,High
L19397,0.01,High
L19398,0.04,High
L19399,0.13,High
L19400,0.07,High
L19401,0.03,High
L19402,0.03,High
L19403,0.01,High
L19404,0.16,Low
L19405,0.04,High
L19406,0.13,High
L19407,0.04,High
L19408,0.16,Low
L19409,0.04,High
L19410,0.16,High
L19411,0.01,Medium
L19412,0.07,High
L19413,0.13,High
L19414,0.08,High
L19415,0.08,Medium
L19416,0.04,Medium
L19417,0.1,High
L19418,0.08,High
L19419,0.13,High
L19420,0.08,High
L19421,0.04,High
L19422,0.03,High
L19423,0.1,High
L19424,0.07,High
L19425,0.07,High
L19426,0.08,High
L19427,0.18,High
L19428,0.18,High
L19429,0.08,High
L19430,0.16,High
L19431,0.08,High
L19432,0.06,High
L19433,0.16,High
L19434,0.01,High
L19435,0.1,High
L19436,0.13,Medium
L19437,0.08,High
L19438,0.01,High
L19439,0.06,High
L19440,0.08,High
L19441,0.06,High
L19442,0.16,Medium
L19443,0.03,High
L19444,0.11,High
L19445,0.01,High
L19446,0.13,High
L19447,0.07,Medium
L19448,0.08,Medium
L19449,0.01,Medium
L19450,0.13,High
L19451,0.18,High
L19452,0.07,Medium
L19453,0.08,High
L19454,0.06,High
L19455,0.04,High
L19456,0.18,Medium
L19457,0.03,High
L19458,0.06,High
L19459,0.03,High
L19460,0.03,High
L19461,60.68,High
L19462,0.1,High
L19463,0.11,Medium
L19464,0.03,Medium
L19465,0.07,High
L19466,0.18,High
L19467,0.03,High
L19468,0.04,High
L19469,0.01,High
L19470,0.11,High
L19471,0.1,High
L19472,0.08,High
L19473,0.16,High
L19474,0.11,High
L19475,0.13,Medium
L19476,0.11,Low
L19477,0.06,High
L19478,0.1,High
L19479,0.16,Low
L19480,0.1,High
L19481,0.11,High
L19482,0.18,High
L19483,0.13,High
L19484,0.13,High
L19485,0.18,Low
L19486,0.03,High
L19487,0.01,Medium
L19488,0.08,High
L19489,0.13,Low
L19490,0.18,High
L19491,0.03,High
L19492,0.03,High
L19493,0.13,High
L19494,0.01,Medium
L19495,0.1,High
L19496,0.13,High
L19497,0.2,High
L19498,0.18,High
L19499,0.06,High
L19500,0.08,High
L19501,0.01,High
L19502,0.03,High
L19503,0.13,High
L19504,0.03,High
L19505,0.08,High
L19506,0.07,High
L19507,0.06,High
L19508,0.08,High
L19509,0.18,Low
L19510,0.04,High
L19511,0.08,High
L19512,0.11,High
L19513,0.2,High
L19514,0.11,Medium
L19515,0.16,High
L19516,0.08,High
L19517,0.18,High
L19518,0.11,Medium
L19519,0.07,High
L19520,0.01,High
L19521,0.16,High
L19522,0.07,High
L19523,0.1,High
L19524,0.07,High
L19525,0.06,Medium
L19526,0.1,Medium
L19527,0.07,High
L19528,0.1,High
L19529,0.01,High
L19530,0.1,High
L19531,0.08,High
L19532,0.01,High
L19533,0.01,High
L19534,0.13,High
L19535,0.07,High
L19536,0.06,High
L19537,0.18,High
L19538,0.1,High
L19539,0.18,High
L19540,0.1,High
L19541,0.16,High
L19542,0.03,High
L19543,0.03,High
L19544,0.07,High
L19545,0.11,High
L19546,0.18,High
L19547,0.08,High
L19548,0.04,High
L19549,0.01,High
L19550,0.06,High
L19551,0.16,Medium
L19552,0.1,High
L19553,0.03,High
L19554,0.16,High
L19555,0.16,Medium
L19556,0.04,High
L19557,0.07,High
L19558,0.1,Medium
L19559,0.07,High
L19560,0.01,Medium
L19561,0.06,High
L19562,0.04,High
L19563,0.18,High
L19564,0.03,High
L19565,0.06,High
L19566,0.1,High
L19567,0.03,Medium
L19568,0.03,High
L19569,0.01,High
L19570,0.1,High
L19571,0.07,High
L19572,0.01,High
L19573,0.01,High
L19574,0.07,High
L19575,0.07,High
L19576,0.11,High
L19577,0.16,High
L19578,0.1,High
L19579,0.04,High
L19580,0.08,High
L19581,0.13,High
L19582,0.08,High
L19583,0.06,High
L19584,0.18,Low
L19585,0.01,High
L19586,0.18,Low
L19587,0.1,High
L19588,0.11,High
L19589,0.11,High
L19590,0.07,High
L19591,0.11,High
L19592,0.13,High
L19593,0.04,High
L19594,0.03,High
L19595,0.01,High
L19596,0.11,High
L19597,0.01,High
L19598,0.03,High
L19599,0.1,High
L19600,0.08,High
L19601,0.13,High
L19602,0.11,High
L19603,0.13,High
L19604,0.13,High
L19605,0.04,High
L19606,0.11,Medium
L19607,0.08,Medium
L19608,0.04,High
L19609,0.06,High
L19610,0.16,Low
L19611,0.13,Low
L19612,0.06,High
L19613,0.07,High
L19614,0.18,High
L19615,0.04,High
L19616,0.13,High
L19617,0.11,High
L19618,0.1,Medium
L19619,0.11,High
L19620,0.04,High
L19621,0.04,High
L19622,0.03,High
L19623,0.18,Medium
L19624,0.03,High
L19625,0.11,High
L19626,0.07,High
L19627,0.06,High
L19628,0.04,High
L19629,0.16,High
L19630,0.18,Medium
L19631,0.13,High
L19632,0.08,High
L19633,0.06,High
L19634,0.16,High
L19635,0.18,Medium
L19636,0.04,High
L19637,0.04,Medium
L19638,0.01,High
L19639,0.1,High
L19640,0.11,High
L19641,0.08,High
L19642,0.06,High
L19643,0.13,Medium
L19644,0.1,High
L19645,0.08,High
L19646,0.08,Medium
L19647,0.01,Medium
L19648,0.1,High
L19649,0.11,Medium
L19650,0.13,High
L19651,0.04,High
L19652,0.11,High
L19653,0.03,High
L19654,0.13,High
L19655,0.07,High
L19656,0.16,High
L19657,0.16,High
L19658,0.08,High
L19659,0.16,High
L19660,0.08,High
L19661,0.06,High
L19662,0.01,Medium
L19663,0.07,High
L19664,0.07,High
L19665,0.04,High
L19666,0.08,Medium
L19667,0.08,High
L19668,0.11,High
L19669,0.07,High
L19670,0.11,Medium
L19671,0.18,High
L19672,0.08,High
L19673,0.1,High
L19674,0.08,High
L19675,0.13,High
L19676,0.08,High
L19677,0.07,High
L19678,0.06,High
L19679,0.08,High
L19680,0.13,High
L19681,0.13,Medium
L19682,0.11,High
L19683,0.06,High
L19684,0.04,High
L19685,0.1,High
L19686,0.13,Medium
L19687,0.07,High
L19688,0.01,High
L19689,0.04,High
L19690,0.03,High
L19691,0.06,High
L19692,0.13,High
L19693,0.16,High
L19694,0.01,High
L19695,0.04,High
L19696,0.1,High
L19697,0.1,High
L19698,0.06,High
L19699,0.1,High
L19700,0.1,High
L19701,0.03,Medium
L19702,0.01,High
L19703,0.13,High
L19704,0.04,High
L19705,0.07,Medium
L19706,0.03,Medium
L19707,0.13,High
L19708,0.13,Low
L19709,0.18,High
L19710,0.01,High
L19711,0.1,High
L19712,0.06,Medium
L19713,0.11,High
L19714,0.06,High
L19715,0.13,Low
L19716,0.13,High
L19717,0.03,Medium
L19718,0.07,Medium
L19719,0.16,Medium
L19720,0.1,High
L19721,0.18,High
L19722,0.03,High
L19723,0.06,High
L19724,0.18,High
L19725,0.07,High
L19726,0.03,High
L19727,0.01,High
L19728,0.08,High
L19729,0.07,High
L19730,0.08,High
L19731,0.16,High
L19732,0.03,Medium
L19733,0.03,High
L19734,0.07,Medium
L19735,0.04,Medium
L19736,0.16,High
L19737,0.18,Low
L19738,0.03,High
L19739,0.16,High
L19740,0.06,High
L19741,0.1,High
L19742,0.1,Medium
L19743,0.2,High
L19744,0.11,Medium
L19745,0.13,High
